gongli,xingqi,year,month,day,nianzhu,shuxiang,yuezhu,rizhu,nianming
1970/11/16,星期一,1970,十月,十八,庚戌,狗,丁亥,庚子,钗钏金
1970/11/17,星期二,1970,十月,十九,庚戌,狗,丁亥,辛丑,钗钏金
1970/11/18,星期三,1970,十月,二十,庚戌,狗,丁亥,壬寅,钗钏金
1970/11/19,星期四,1970,十月,廿一,庚戌,狗,丁亥,癸卯,钗钏金
1970/11/20,星期五,1970,十月,廿二,庚戌,狗,丁亥,甲辰,钗钏金
1970/11/21,星期六,1970,十月,廿三,庚戌,狗,丁亥,乙巳,钗钏金
1970/11/22,星期日,1970,十月,廿四,庚戌,狗,丁亥,丙午,钗钏金
1970/11/23,星期一,1970,十月,廿五,庚戌,狗,丁亥,丁未,钗钏金
1970/11/24,星期二,1970,十月,廿六,庚戌,狗,丁亥,戊申,钗钏金
1970/11/25,星期三,1970,十月,廿七,庚戌,狗,丁亥,己酉,钗钏金
1970/11/26,星期四,1970,十月,廿八,庚戌,狗,丁亥,庚戌,钗钏金
1970/11/27,星期五,1970,十月,廿九,庚戌,狗,丁亥,辛亥,钗钏金
1970/11/28,星期六,1970,十月,三十,庚戌,狗,丁亥,壬子,钗钏金
1970/11/29,星期日,1970,冬月,初一,庚戌,狗,丁亥,癸丑,钗钏金
1970/11/30,星期一,1970,冬月,初二,庚戌,狗,丁亥,甲寅,钗钏金
1970/12/1,星期二,1970,冬月,初三,庚戌,狗,丁亥,乙卯,钗钏金
1970/12/2,星期三,1970,冬月,初四,庚戌,狗,丁亥,丙辰,钗钏金
1970/12/3,星期四,1970,冬月,初五,庚戌,狗,丁亥,丁巳,钗钏金
1970/12/4,星期五,1970,冬月,初六,庚戌,狗,丁亥,戊午,钗钏金
1970/12/5,星期六,1970,冬月,初七,庚戌,狗,丁亥,己未,钗钏金
1970/12/6,星期日,1970,冬月,初八,庚戌,狗,丁亥,庚申,钗钏金
1970/12/7,星期一,1970,冬月,初九,庚戌,狗,戊子,辛酉,钗钏金
1970/12/8,星期二,1970,冬月,初十 ,庚戌,狗,戊子,壬戌,钗钏金
1970/12/9,星期三,1970,冬月,十一,庚戌,狗,戊子,癸亥,钗钏金
1970/12/10,星期四,1970,冬月,十二,庚戌,狗,戊子,甲子,钗钏金
1970/12/11,星期五,1970,冬月,十三,庚戌,狗,戊子,乙丑,钗钏金
1970/12/12,星期六,1970,冬月,十四,庚戌,狗,戊子,丙寅,钗钏金
1970/12/13,星期日,1970,冬月,十五,庚戌,狗,戊子,丁卯,钗钏金
1970/12/14,星期一,1970,冬月,十六,庚戌,狗,戊子,戊辰,钗钏金
1970/12/15,星期二,1970,冬月,十七,庚戌,狗,戊子,己巳,钗钏金
1970/12/16,星期三,1970,冬月,十八,庚戌,狗,戊子,庚午,钗钏金
1970/12/17,星期四,1970,冬月,十九,庚戌,狗,戊子,辛未,钗钏金
1970/12/18,星期五,1970,冬月,二十,庚戌,狗,戊子,壬申,钗钏金
1970/12/19,星期六,1970,冬月,廿一,庚戌,狗,戊子,癸酉,钗钏金
1970/12/20,星期日,1970,冬月,廿二,庚戌,狗,戊子,甲戌,钗钏金
1970/12/21,星期一,1970,冬月,廿三,庚戌,狗,戊子,乙亥,钗钏金
1970/12/22,星期二,1970,冬月,廿四,庚戌,狗,戊子,丙子,钗钏金
1970/12/23,星期三,1970,冬月,廿五,庚戌,狗,戊子,丁丑,钗钏金
1970/12/24,星期四,1970,冬月,廿六,庚戌,狗,戊子,戊寅,钗钏金
1970/12/25,星期五,1970,冬月,廿七,庚戌,狗,戊子,己卯,钗钏金
1970/12/26,星期六,1970,冬月,廿八,庚戌,狗,戊子,庚辰,钗钏金
1970/12/27,星期日,1970,冬月,廿九,庚戌,狗,戊子,辛巳,钗钏金
1970/12/28,星期一,1970,腊月,初一,庚戌,狗,戊子,壬午,钗钏金
1970/12/29,星期二,1970,腊月,初二,庚戌,狗,戊子,癸未,钗钏金
1970/12/30,星期三,1970,腊月,初三,庚戌,狗,戊子,甲申,钗钏金
1970/12/31,星期四,1970,腊月,初四,庚戌,狗,戊子,乙酉,钗钏金
1971/1/1,星期五,1970,腊月,初五,庚戌,狗,戊子,丙戌,钗钏金
1971/1/2,星期六,1970,腊月,初六,庚戌,狗,戊子,丁亥,钗钏金
1971/1/3,星期日,1970,腊月,初七,庚戌,狗,戊子,戊子,钗钏金
1971/1/4,星期一,1970,腊月,初八,庚戌,狗,戊子,己丑,钗钏金
1971/1/5,星期二,1970,腊月,初九,庚戌,狗,戊子,庚寅,钗钏金
1971/1/6,星期三,1970,腊月,初十 ,庚戌,狗,己丑,辛卯,钗钏金
1971/1/7,星期四,1970,腊月,十一,庚戌,狗,己丑,壬辰,钗钏金
1971/1/8,星期五,1970,腊月,十二,庚戌,狗,己丑,癸巳,钗钏金
1971/1/9,星期六,1970,腊月,十三,庚戌,狗,己丑,甲午,钗钏金
1971/1/10,星期日,1970,腊月,十四,庚戌,狗,己丑,乙未,钗钏金
1971/1/11,星期一,1970,腊月,十五,庚戌,狗,己丑,丙申,钗钏金
1971/1/12,星期二,1970,腊月,十六,庚戌,狗,己丑,丁酉,钗钏金
1971/1/13,星期三,1970,腊月,十七,庚戌,狗,己丑,戊戌,钗钏金
1971/1/14,星期四,1970,腊月,十八,庚戌,狗,己丑,己亥,钗钏金
1971/1/15,星期五,1970,腊月,十九,庚戌,狗,己丑,庚子,钗钏金
1971/1/16,星期六,1970,腊月,二十,庚戌,狗,己丑,辛丑,钗钏金
1971/1/17,星期日,1970,腊月,廿一,庚戌,狗,己丑,壬寅,钗钏金
1971/1/18,星期一,1970,腊月,廿二,庚戌,狗,己丑,癸卯,钗钏金
1971/1/19,星期二,1970,腊月,廿三,庚戌,狗,己丑,甲辰,钗钏金
1971/1/20,星期三,1970,腊月,廿四,庚戌,狗,己丑,乙巳,钗钏金
1971/1/21,星期四,1970,腊月,廿五,庚戌,狗,己丑,丙午,钗钏金
1971/1/22,星期五,1970,腊月,廿六,庚戌,狗,己丑,丁未,钗钏金
1971/1/23,星期六,1970,腊月,廿七,庚戌,狗,己丑,戊申,钗钏金
1971/1/24,星期日,1970,腊月,廿八,庚戌,狗,己丑,己酉,钗钏金
1971/1/25,星期一,1970,腊月,廿九,庚戌,狗,己丑,庚戌,钗钏金
1971/1/26,星期二,1970,腊月,三十,庚戌,狗,己丑,辛亥,钗钏金
1971/1/27,星期三,1971,正月,初一,辛亥,猪,辛丑,壬子,钗钏金
1971/1/28,星期四,1971,正月,初二,辛亥,猪,辛丑,癸丑,钗钏金
1971/1/29,星期五,1971,正月,初三,辛亥,猪,辛丑,甲寅,钗钏金
1971/1/30,星期六,1971,正月,初四,辛亥,猪,辛丑,乙卯,钗钏金
1971/1/31,星期日,1971,正月,初五,辛亥,猪,辛丑,丙辰,钗钏金
1971/2/1,星期一,1971,正月,初六,辛亥,猪,辛丑,丁巳,钗钏金
1971/2/2,星期二,1971,正月,初七,辛亥,猪,辛丑,戊午,钗钏金
1971/2/3,星期三,1971,正月,初八,辛亥,猪,辛丑,己未,钗钏金
1971/2/4,星期四,1971,正月,初九,辛亥,猪,庚寅,庚申,钗钏金
1971/2/5,星期五,1971,正月,初十 ,辛亥,猪,庚寅,辛酉,钗钏金
1971/2/6,星期六,1971,正月,十一,辛亥,猪,庚寅,壬戌,钗钏金
1971/2/7,星期日,1971,正月,十二,辛亥,猪,庚寅,癸亥,钗钏金
1971/2/8,星期一,1971,正月,十三,辛亥,猪,庚寅,甲子,钗钏金
1971/2/9,星期二,1971,正月,十四,辛亥,猪,庚寅,乙丑,钗钏金
1971/2/10,星期三,1971,正月,十五,辛亥,猪,庚寅,丙寅,钗钏金
1971/2/11,星期四,1971,正月,十六,辛亥,猪,庚寅,丁卯,钗钏金
1971/2/12,星期五,1971,正月,十七,辛亥,猪,庚寅,戊辰,钗钏金
1971/2/13,星期六,1971,正月,十八,辛亥,猪,庚寅,己巳,钗钏金
1971/2/14,星期日,1971,正月,十九,辛亥,猪,庚寅,庚午,钗钏金
1971/2/15,星期一,1971,正月,二十,辛亥,猪,庚寅,辛未,钗钏金
1971/2/16,星期二,1971,正月,廿一,辛亥,猪,庚寅,壬申,钗钏金
1971/2/17,星期三,1971,正月,廿二,辛亥,猪,庚寅,癸酉,钗钏金
1971/2/18,星期四,1971,正月,廿三,辛亥,猪,庚寅,甲戌,钗钏金
1971/2/19,星期五,1971,正月,廿四,辛亥,猪,庚寅,乙亥,钗钏金
1971/2/20,星期六,1971,正月,廿五,辛亥,猪,庚寅,丙子,钗钏金
1971/2/21,星期日,1971,正月,廿六,辛亥,猪,庚寅,丁丑,钗钏金
1971/2/22,星期一,1971,正月,廿七,辛亥,猪,庚寅,戊寅,钗钏金
1971/2/23,星期二,1971,正月,廿八,辛亥,猪,庚寅,己卯,钗钏金
1971/2/24,星期三,1971,正月,廿九,辛亥,猪,庚寅,庚辰,钗钏金
1971/2/25,星期四,1971,二月,初一,辛亥,猪,庚寅,辛巳,钗钏金
1971/2/26,星期五,1971,二月,初二,辛亥,猪,庚寅,壬午,钗钏金
1971/2/27,星期六,1971,二月,初三,辛亥,猪,庚寅,癸未,钗钏金
1971/2/28,星期日,1971,二月,初四,辛亥,猪,庚寅,甲申,钗钏金
1971/3/1,星期一,1971,二月,初五,辛亥,猪,庚寅,乙酉,钗钏金
1971/3/2,星期二,1971,二月,初六,辛亥,猪,庚寅,丙戌,钗钏金
1971/3/3,星期三,1971,二月,初七,辛亥,猪,庚寅,丁亥,钗钏金
1971/3/4,星期四,1971,二月,初八,辛亥,猪,庚寅,戊子,钗钏金
1971/3/5,星期五,1971,二月,初九,辛亥,猪,庚寅,己丑,钗钏金
1971/3/6,星期六,1971,二月,初十 ,辛亥,猪,辛卯,庚寅,钗钏金
1971/3/7,星期日,1971,二月,十一,辛亥,猪,辛卯,辛卯,钗钏金
1971/3/8,星期一,1971,二月,十二,辛亥,猪,辛卯,壬辰,钗钏金
1971/3/9,星期二,1971,二月,十三,辛亥,猪,辛卯,癸巳,钗钏金
1971/3/10,星期三,1971,二月,十四,辛亥,猪,辛卯,甲午,钗钏金
1971/3/11,星期四,1971,二月,十五,辛亥,猪,辛卯,乙未,钗钏金
1971/3/12,星期五,1971,二月,十六,辛亥,猪,辛卯,丙申,钗钏金
1971/3/13,星期六,1971,二月,十七,辛亥,猪,辛卯,丁酉,钗钏金
1971/3/14,星期日,1971,二月,十八,辛亥,猪,辛卯,戊戌,钗钏金
1971/3/15,星期一,1971,二月,十九,辛亥,猪,辛卯,己亥,钗钏金
1971/3/16,星期二,1971,二月,二十,辛亥,猪,辛卯,庚子,钗钏金
1971/3/17,星期三,1971,二月,廿一,辛亥,猪,辛卯,辛丑,钗钏金
1971/3/18,星期四,1971,二月,廿二,辛亥,猪,辛卯,壬寅,钗钏金
1971/3/19,星期五,1971,二月,廿三,辛亥,猪,辛卯,癸卯,钗钏金
1971/3/20,星期六,1971,二月,廿四,辛亥,猪,辛卯,甲辰,钗钏金
1971/3/21,星期日,1971,二月,廿五,辛亥,猪,辛卯,乙巳,钗钏金
1971/3/22,星期一,1971,二月,廿六,辛亥,猪,辛卯,丙午,钗钏金
1971/3/23,星期二,1971,二月,廿七,辛亥,猪,辛卯,丁未,钗钏金
1971/3/24,星期三,1971,二月,廿八,辛亥,猪,辛卯,戊申,钗钏金
1971/3/25,星期四,1971,二月,廿九,辛亥,猪,辛卯,己酉,钗钏金
1971/3/26,星期五,1971,二月,三十,辛亥,猪,辛卯,庚戌,钗钏金
1971/3/27,星期六,1971,三月,初一,辛亥,猪,辛卯,辛亥,钗钏金
1971/3/28,星期日,1971,三月,初二,辛亥,猪,辛卯,壬子,钗钏金
1971/3/29,星期一,1971,三月,初三,辛亥,猪,辛卯,癸丑,钗钏金
1971/3/30,星期二,1971,三月,初四,辛亥,猪,辛卯,甲寅,钗钏金
1971/3/31,星期三,1971,三月,初五,辛亥,猪,辛卯,乙卯,钗钏金
1971/4/1,星期四,1971,三月,初六,辛亥,猪,辛卯,丙辰,钗钏金
1971/4/2,星期五,1971,三月,初七,辛亥,猪,辛卯,丁巳,钗钏金
1971/4/3,星期六,1971,三月,初八,辛亥,猪,辛卯,戊午,钗钏金
1971/4/4,星期日,1971,三月,初九,辛亥,猪,辛卯,己未,钗钏金
1971/4/5,星期一,1971,三月,初十 ,辛亥,猪,壬辰,庚申,钗钏金
1971/4/6,星期二,1971,三月,十一,辛亥,猪,壬辰,辛酉,钗钏金
1971/4/7,星期三,1971,三月,十二,辛亥,猪,壬辰,壬戌,钗钏金
1971/4/8,星期四,1971,三月,十三,辛亥,猪,壬辰,癸亥,钗钏金
1971/4/9,星期五,1971,三月,十四,辛亥,猪,壬辰,甲子,钗钏金
1971/4/10,星期六,1971,三月,十五,辛亥,猪,壬辰,乙丑,钗钏金
1971/4/11,星期日,1971,三月,十六,辛亥,猪,壬辰,丙寅,钗钏金
1971/4/12,星期一,1971,三月,十七,辛亥,猪,壬辰,丁卯,钗钏金
1971/4/13,星期二,1971,三月,十八,辛亥,猪,壬辰,戊辰,钗钏金
1971/4/14,星期三,1971,三月,十九,辛亥,猪,壬辰,己巳,钗钏金
1971/4/15,星期四,1971,三月,二十,辛亥,猪,壬辰,庚午,钗钏金
1971/4/16,星期五,1971,三月,廿一,辛亥,猪,壬辰,辛未,钗钏金
1971/4/17,星期六,1971,三月,廿二,辛亥,猪,壬辰,壬申,钗钏金
1971/4/18,星期日,1971,三月,廿三,辛亥,猪,壬辰,癸酉,钗钏金
1971/4/19,星期一,1971,三月,廿四,辛亥,猪,壬辰,甲戌,钗钏金
1971/4/20,星期二,1971,三月,廿五,辛亥,猪,壬辰,乙亥,钗钏金
1971/4/21,星期三,1971,三月,廿六,辛亥,猪,壬辰,丙子,钗钏金
1971/4/22,星期四,1971,三月,廿七,辛亥,猪,壬辰,丁丑,钗钏金
1971/4/23,星期五,1971,三月,廿八,辛亥,猪,壬辰,戊寅,钗钏金
1971/4/24,星期六,1971,三月,廿九,辛亥,猪,壬辰,己卯,钗钏金
1971/4/25,星期日,1971,四月,初一,辛亥,猪,壬辰,庚辰,钗钏金
1971/4/26,星期一,1971,四月,初二,辛亥,猪,壬辰,辛巳,钗钏金
1971/4/27,星期二,1971,四月,初三,辛亥,猪,壬辰,壬午,钗钏金
1971/4/28,星期三,1971,四月,初四,辛亥,猪,壬辰,癸未,钗钏金
1971/4/29,星期四,1971,四月,初五,辛亥,猪,壬辰,甲申,钗钏金
1971/4/30,星期五,1971,四月,初六,辛亥,猪,壬辰,乙酉,钗钏金
1971/5/1,星期六,1971,四月,初七,辛亥,猪,壬辰,丙戌,钗钏金
1971/5/2,星期日,1971,四月,初八,辛亥,猪,壬辰,丁亥,钗钏金
1971/5/3,星期一,1971,四月,初九,辛亥,猪,壬辰,戊子,钗钏金
1971/5/4,星期二,1971,四月,初十 ,辛亥,猪,壬辰,己丑,钗钏金
1971/5/5,星期三,1971,四月,十一,辛亥,猪,壬辰,庚寅,钗钏金
1971/5/6,星期四,1971,四月,十二,辛亥,猪,癸巳,辛卯,钗钏金
1971/5/7,星期五,1971,四月,十三,辛亥,猪,癸巳,壬辰,钗钏金
1971/5/8,星期六,1971,四月,十四,辛亥,猪,癸巳,癸巳,钗钏金
1971/5/9,星期日,1971,四月,十五,辛亥,猪,癸巳,甲午,钗钏金
1971/5/10,星期一,1971,四月,十六,辛亥,猪,癸巳,乙未,钗钏金
1971/5/11,星期二,1971,四月,十七,辛亥,猪,癸巳,丙申,钗钏金
1971/5/12,星期三,1971,四月,十八,辛亥,猪,癸巳,丁酉,钗钏金
1971/5/13,星期四,1971,四月,十九,辛亥,猪,癸巳,戊戌,钗钏金
1971/5/14,星期五,1971,四月,二十,辛亥,猪,癸巳,己亥,钗钏金
1971/5/15,星期六,1971,四月,廿一,辛亥,猪,癸巳,庚子,钗钏金
1971/5/16,星期日,1971,四月,廿二,辛亥,猪,癸巳,辛丑,钗钏金
1971/5/17,星期一,1971,四月,廿三,辛亥,猪,癸巳,壬寅,钗钏金
1971/5/18,星期二,1971,四月,廿四,辛亥,猪,癸巳,癸卯,钗钏金
1971/5/19,星期三,1971,四月,廿五,辛亥,猪,癸巳,甲辰,钗钏金
1971/5/20,星期四,1971,四月,廿六,辛亥,猪,癸巳,乙巳,钗钏金
1971/5/21,星期五,1971,四月,廿七,辛亥,猪,癸巳,丙午,钗钏金
1971/5/22,星期六,1971,四月,廿八,辛亥,猪,癸巳,丁未,钗钏金
1971/5/23,星期日,1971,四月,廿九,辛亥,猪,癸巳,戊申,钗钏金
1971/5/24,星期一,1971,五月,初一,辛亥,猪,癸巳,己酉,钗钏金
1971/5/25,星期二,1971,五月,初二,辛亥,猪,癸巳,庚戌,钗钏金
1971/5/26,星期三,1971,五月,初三,辛亥,猪,癸巳,辛亥,钗钏金
1971/5/27,星期四,1971,五月,初四,辛亥,猪,癸巳,壬子,钗钏金
1971/5/28,星期五,1971,五月,初五,辛亥,猪,癸巳,癸丑,钗钏金
1971/5/29,星期六,1971,五月,初六,辛亥,猪,癸巳,甲寅,钗钏金
1971/5/30,星期日,1971,五月,初七,辛亥,猪,癸巳,乙卯,钗钏金
1971/5/31,星期一,1971,五月,初八,辛亥,猪,癸巳,丙辰,钗钏金
1971/6/1,星期二,1971,五月,初九,辛亥,猪,癸巳,丁巳,钗钏金
1971/6/2,星期三,1971,五月,初十 ,辛亥,猪,癸巳,戊午,钗钏金
1971/6/3,星期四,1971,五月,十一,辛亥,猪,癸巳,己未,钗钏金
1971/6/4,星期五,1971,五月,十二,辛亥,猪,癸巳,庚申,钗钏金
1971/6/5,星期六,1971,五月,十三,辛亥,猪,癸巳,辛酉,钗钏金
1971/6/6,星期日,1971,五月,十四,辛亥,猪,甲午,壬戌,钗钏金
1971/6/7,星期一,1971,五月,十五,辛亥,猪,甲午,癸亥,钗钏金
1971/6/8,星期二,1971,五月,十六,辛亥,猪,甲午,甲子,钗钏金
1971/6/9,星期三,1971,五月,十七,辛亥,猪,甲午,乙丑,钗钏金
1971/6/10,星期四,1971,五月,十八,辛亥,猪,甲午,丙寅,钗钏金
1971/6/11,星期五,1971,五月,十九,辛亥,猪,甲午,丁卯,钗钏金
1971/6/12,星期六,1971,五月,二十,辛亥,猪,甲午,戊辰,钗钏金
1971/6/13,星期日,1971,五月,廿一,辛亥,猪,甲午,己巳,钗钏金
1971/6/14,星期一,1971,五月,廿二,辛亥,猪,甲午,庚午,钗钏金
1971/6/15,星期二,1971,五月,廿三,辛亥,猪,甲午,辛未,钗钏金
1971/6/16,星期三,1971,五月,廿四,辛亥,猪,甲午,壬申,钗钏金
1971/6/17,星期四,1971,五月,廿五,辛亥,猪,甲午,癸酉,钗钏金
1971/6/18,星期五,1971,五月,廿六,辛亥,猪,甲午,甲戌,钗钏金
1971/6/19,星期六,1971,五月,廿七,辛亥,猪,甲午,乙亥,钗钏金
1971/6/20,星期日,1971,五月,廿八,辛亥,猪,甲午,丙子,钗钏金
1971/6/21,星期一,1971,五月,廿九,辛亥,猪,甲午,丁丑,钗钏金
1971/6/22,星期二,1971,五月,三十,辛亥,猪,甲午,戊寅,钗钏金
1971/6/23,星期三,1971,闰五月,初一,辛亥,猪,甲午,己卯,钗钏金
1971/6/24,星期四,1971,闰五月,初二,辛亥,猪,甲午,庚辰,钗钏金
1971/6/25,星期五,1971,闰五月,初三,辛亥,猪,甲午,辛巳,钗钏金
1971/6/26,星期六,1971,闰五月,初四,辛亥,猪,甲午,壬午,钗钏金
1971/6/27,星期日,1971,闰五月,初五,辛亥,猪,甲午,癸未,钗钏金
1971/6/28,星期一,1971,闰五月,初六,辛亥,猪,甲午,甲申,钗钏金
1971/6/29,星期二,1971,闰五月,初七,辛亥,猪,甲午,乙酉,钗钏金
1971/6/30,星期三,1971,闰五月,初八,辛亥,猪,甲午,丙戌,钗钏金
1971/7/1,星期四,1971,闰五月,初九,辛亥,猪,甲午,丁亥,钗钏金
1971/7/2,星期五,1971,闰五月,初十 ,辛亥,猪,甲午,戊子,钗钏金
1971/7/3,星期六,1971,闰五月,十一,辛亥,猪,甲午,己丑,钗钏金
1971/7/4,星期日,1971,闰五月,十二,辛亥,猪,甲午,庚寅,钗钏金
1971/7/5,星期一,1971,闰五月,十三,辛亥,猪,甲午,辛卯,钗钏金
1971/7/6,星期二,1971,闰五月,十四,辛亥,猪,甲午,壬辰,钗钏金
1971/7/7,星期三,1971,闰五月,十五,辛亥,猪,甲午,癸巳,钗钏金
1971/7/8,星期四,1971,闰五月,十六,辛亥,猪,乙未,甲午,钗钏金
1971/7/9,星期五,1971,闰五月,十七,辛亥,猪,乙未,乙未,钗钏金
1971/7/10,星期六,1971,闰五月,十八,辛亥,猪,乙未,丙申,钗钏金
1971/7/11,星期日,1971,闰五月,十九,辛亥,猪,乙未,丁酉,钗钏金
1971/7/12,星期一,1971,闰五月,二十,辛亥,猪,乙未,戊戌,钗钏金
1971/7/13,星期二,1971,闰五月,廿一,辛亥,猪,乙未,己亥,钗钏金
1971/7/14,星期三,1971,闰五月,廿二,辛亥,猪,乙未,庚子,钗钏金
1971/7/15,星期四,1971,闰五月,廿三,辛亥,猪,乙未,辛丑,钗钏金
1971/7/16,星期五,1971,闰五月,廿四,辛亥,猪,乙未,壬寅,钗钏金
1971/7/17,星期六,1971,闰五月,廿五,辛亥,猪,乙未,癸卯,钗钏金
1971/7/18,星期日,1971,闰五月,廿六,辛亥,猪,乙未,甲辰,钗钏金
1971/7/19,星期一,1971,闰五月,廿七,辛亥,猪,乙未,乙巳,钗钏金
1971/7/20,星期二,1971,闰五月,廿八,辛亥,猪,乙未,丙午,钗钏金
1971/7/21,星期三,1971,闰五月,廿九,辛亥,猪,乙未,丁未,钗钏金
1971/7/22,星期四,1971,六月,初一,辛亥,猪,乙未,戊申,钗钏金
1971/7/23,星期五,1971,六月,初二,辛亥,猪,乙未,己酉,钗钏金
1971/7/24,星期六,1971,六月,初三,辛亥,猪,乙未,庚戌,钗钏金
1971/7/25,星期日,1971,六月,初四,辛亥,猪,乙未,辛亥,钗钏金
1971/7/26,星期一,1971,六月,初五,辛亥,猪,乙未,壬子,钗钏金
1971/7/27,星期二,1971,六月,初六,辛亥,猪,乙未,癸丑,钗钏金
1971/7/28,星期三,1971,六月,初七,辛亥,猪,乙未,甲寅,钗钏金
1971/7/29,星期四,1971,六月,初八,辛亥,猪,乙未,乙卯,钗钏金
1971/7/30,星期五,1971,六月,初九,辛亥,猪,乙未,丙辰,钗钏金
1971/7/31,星期六,1971,六月,初十 ,辛亥,猪,乙未,丁巳,钗钏金
1971/8/1,星期日,1971,六月,十一,辛亥,猪,乙未,戊午,钗钏金
1971/8/2,星期一,1971,六月,十二,辛亥,猪,乙未,己未,钗钏金
1971/8/3,星期二,1971,六月,十三,辛亥,猪,乙未,庚申,钗钏金
1971/8/4,星期三,1971,六月,十四,辛亥,猪,乙未,辛酉,钗钏金
1971/8/5,星期四,1971,六月,十五,辛亥,猪,乙未,壬戌,钗钏金
1971/8/6,星期五,1971,六月,十六,辛亥,猪,乙未,癸亥,钗钏金
1971/8/7,星期六,1971,六月,十七,辛亥,猪,乙未,甲子,钗钏金
1971/8/8,星期日,1971,六月,十八,辛亥,猪,丙申,乙丑,钗钏金
1971/8/9,星期一,1971,六月,十九,辛亥,猪,丙申,丙寅,钗钏金
1971/8/10,星期二,1971,六月,二十,辛亥,猪,丙申,丁卯,钗钏金
1971/8/11,星期三,1971,六月,廿一,辛亥,猪,丙申,戊辰,钗钏金
1971/8/12,星期四,1971,六月,廿二,辛亥,猪,丙申,己巳,钗钏金
1971/8/13,星期五,1971,六月,廿三,辛亥,猪,丙申,庚午,钗钏金
1971/8/14,星期六,1971,六月,廿四,辛亥,猪,丙申,辛未,钗钏金
1971/8/15,星期日,1971,六月,廿五,辛亥,猪,丙申,壬申,钗钏金
1971/8/16,星期一,1971,六月,廿六,辛亥,猪,丙申,癸酉,钗钏金
1971/8/17,星期二,1971,六月,廿七,辛亥,猪,丙申,甲戌,钗钏金
1971/8/18,星期三,1971,六月,廿八,辛亥,猪,丙申,乙亥,钗钏金
1971/8/19,星期四,1971,六月,廿九,辛亥,猪,丙申,丙子,钗钏金
1971/8/20,星期五,1971,六月,三十,辛亥,猪,丙申,丁丑,钗钏金
1971/8/21,星期六,1971,七月,初一,辛亥,猪,丙申,戊寅,钗钏金
1971/8/22,星期日,1971,七月,初二,辛亥,猪,丙申,己卯,钗钏金
1971/8/23,星期一,1971,七月,初三,辛亥,猪,丙申,庚辰,钗钏金
1971/8/24,星期二,1971,七月,初四,辛亥,猪,丙申,辛巳,钗钏金
1971/8/25,星期三,1971,七月,初五,辛亥,猪,丙申,壬午,钗钏金
1971/8/26,星期四,1971,七月,初六,辛亥,猪,丙申,癸未,钗钏金
1971/8/27,星期五,1971,七月,初七,辛亥,猪,丙申,甲申,钗钏金
1971/8/28,星期六,1971,七月,初八,辛亥,猪,丙申,乙酉,钗钏金
1971/8/29,星期日,1971,七月,初九,辛亥,猪,丙申,丙戌,钗钏金
1971/8/30,星期一,1971,七月,初十 ,辛亥,猪,丙申,丁亥,钗钏金
